,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
91,33,34,33,327,946,1041
92,33,35,33,316,869,1026
93,33,34,33,281,895,1018
94,50,34,33,296,930,946
95,35,34,33,330,877,995
96,34,31,33,291,908,1015
97,36,17,37,277,904,1004
98,34,35,34,289,871,989
99,33,35,34,311,863,1034
100,33,33,33,263,908,1062
101,15,33,33,287,987,1033
102,33,32,32,424,969,1011
103,34,33,33,390,998,1010
104,34,13,33,315,1019,1044
105,33,35,32,326,975,1025
106,34,34,34,276,960,1028
107,32,34,33,318,896,994
108,17,34,33,331,891,997
109,37,38,55,273,884,1044
110,33,36,33,222,879,1065
111,34,34,33,294,883,1059
112,33,34,32,272,875,1053
113,33,34,34,334,867,1159
114,33,34,32,355,878,1149
115,16,34,33,446,903,1132
116,33,33,18,404,866,1139
117,33,31,32,427,879,1170
118,33,33,32,446,898,1151
119,33,33,32,550,892,1200
120,33,32,33,540,882,1065
121,32,32,32,483,875,1096
122,12,34,31,462,895,1133
123,33,33,15,494,884,1148
124,34,30,33,564,873,1162
125,33,31,34,519,891,1090
126,32,33,33,586,884,1109
127,32,33,33,499,862,1170
128,68,70,70,624,924,1039
129,14,33,30,533,834,961
130,33,32,15,499,792,969
131,33,30,33,535,805,1003
132,33,31,33,544,852,1037
133,37,36,37,569,833,1014
134,33,32,33,562,821,1064
135,32,31,33,501,876,1080
136,33,32,31,504,852,1084
137,33,31,12,510,862,1118
138,32,30,33,430,863,1145
139,33,30,34,392,870,1133
140,33,32,32,371,798,1177
141,32,31,33,528,797,1096
142,31,32,33,496,825,1105
143,33,31,32,476,848,1090
144,32,31,12,504,871,1143
145,37,35,36,509,924,1082
146,32,32,32,520,951,1043
147,33,31,33,552,923,1092
148,32,32,32,568,919,1059
149,31,31,32,597,935,1104
150,31,32,32,603,947,1110
151,32,31,33,562,989,1136
152,33,31,32,581,957,1153
153,32,31,32,551,1043,1204
154,32,31,33,645,1051,1146
155,32,32,33,581,1030,1125
156,35,35,37,557,1041,1156
157,30,32,31,570,1089,1168
158,31,32,32,618,1116,1245
159,31,36,32,664,1109,1140
160,31,31,32,674,1098,1184
161,32,32,32,646,1122,1171
162,31,31,32,697,1129,1168
163,30,32,34,689,1138,1177
164,30,31,31,713,1136,1216
165,32,31,37,754,1038,1206
166,32,16,33,782,1131,1265
167,31,38,33,828,1098,1145
168,35,35,36,847,1012,1105
169,31,32,32,846,1006,1123
170,30,32,33,823,1010,1141
171,29,31,31,823,1059,1233
172,31,29,32,881,1086,1204
173,32,14,32,798,984,1208
174,31,33,32,788,983,1192
175,31,32,34,839,964,1163
176,32,33,32,837,1001,1155
177,29,31,33,842,989,1136
178,29,31,31,793,967,1173
179,31,30,31,787,968,1256
180,37,18,35,810,933,1153
181,31,33,32,802,965,1131
182,31,32,34,796,949,1108
183,31,31,32,802,973,1090
184,31,31,33,803,1028,1190
185,32,31,30,811,1052,1094
186,32,30,30,745,943,1150
187,33,15,31,786,971,1226
188,32,34,31,844,976,1243
189,31,30,31,839,1006,1227
190,32,32,32,824,949,1241
191,32,32,33,854,936,1216
192,37,36,34,798,971,1142
193,32,35,31,775,972,1150
194,31,12,31,832,959,1123
195,32,33,32,863,949,1128
196,31,32,32,884,986,1230
197,31,31,31,882,1060,1258
198,47,31,33,857,1063,1218
199,32,31,30,804,953,1230
200,31,34,30,787,923,1291
201,32,11,31,788,959,1308
202,32,31,31,809,1010,1307
203,36,36,36,848,978,1253
204,31,32,32,896,974,1234
205,15,32,34,941,946,1291
206,33,33,33,921,943,1270
207,32,30,32,921,967,1217
208,34,32,32,956,1004,1219
209,32,31,33,953,1009,1223
210,32,32,32,955,1027,1297
211,31,32,32,973,987,1308
212,15,32,32,961,992,1261
213,32,32,33,958,943,1308
214,32,30,31,980,944,1370
215,36,35,35,986,928,1379
216,31,31,31,990,902,1399
217,31,32,31,995,905,1367
218,30,32,32,991,936,1430
219,15,49,31,937,907,1415
220,32,31,35,953,910,1426
221,31,29,31,975,933,1418
222,32,29,30,976,927,1471
223,36,30,30,1003,944,1448
224,31,31,30,986,941,1461
225,32,30,31,1028,900,1398
226,11,31,31,1018,898,1445
227,37,36,20,958,885,1449
228,32,33,32,943,875,1414
229,32,29,32,921,875,1462
230,31,31,32,936,878,1463
231,31,10,33,935,956,1466
232,30,30,31,908,880,1515
233,11,12,29,914,875,1492
234,32,30,15,875,860,1447
235,31,29,32,848,899,1474
236,32,31,32,831,872,1458
237,33,33,32,836,866,1450
238,35,35,36,881,863,1414
239,29,30,32,859,847,1445
240,12,30,29,878,853,1503
241,31,30,14,871,888,1484
242,32,29,31,893,884,1509
243,31,30,32,923,876,1474
244,31,31,31,947,896,1422
245,32,31,32,903,839,1455
246,30,30,31,910,853,1473
247,31,31,29,882,868,1403
248,32,30,11,896,856,1385
249,32,29,31,913,866,1394
250,32,30,32,944,869,1472
251,34,31,31,926,866,1526
252,31,31,31,908,895,1497
253,29,32,31,935,912,1554
254,31,30,29,894,908,1558
255,31,31,11,886,906,1556
256,122,127,126,927,940,1561
257,34,34,35,844,858,1291
258,32,30,32,860,838,1375
259,30,31,31,854,813,1421
260,31,30,31,889,810,1442
261,30,30,31,916,765,1424
262,31,29,31,899,792,1405
263,30,14,32,869,783,1374
264,30,30,32,875,813,1433
265,30,30,31,919,806,1429
266,28,30,31,858,794,1372
267,30,31,32,835,775,1362
268,32,30,30,875,763,1377
269,34,32,35,869,760,1392
270,30,14,30,748,748,1354
271,33,31,31,844,689,1428
272,30,30,31,823,663,1421
273,28,30,31,862,675,1410
274,31,30,30,855,733,1460
275,31,10,31,868,785,1468
276,31,8,31,885,768,1455
277,31,11,30,794,784,1494
278,32,31,31,847,778,1528
279,31,30,30,814,809,1512
280,32,33,34,830,770,1525
281,30,30,30,778,787,1537
282,32,31,31,793,821,1522
283,31,30,31,803,860,1461
284,31,16,31,844,781,1498
285,32,31,31,828,810,1520
286,30,31,32,831,876,1524
287,31,31,30,782,886,1501
288,39,31,30,810,846,1481
289,33,31,30,834,870,1463
290,31,32,32,863,865,1538
291,32,12,32,857,895,1465
292,35,35,35,850,885,1510
293,31,32,31,857,900,1523
294,32,32,31,884,890,1515
295,15,32,31,960,879,1510
296,31,33,46,1019,878,1443
297,31,29,30,1000,864,1485
298,42,19,34,950,887,1486
299,31,31,31,1008,914,1456
300,31,31,30,991,896,1469
301,29,30,35,986,888,1483
302,14,32,31,1037,927,1392
303,42,31,14,1031,861,1509
304,35,35,35,1075,893,1514
305,31,32,31,1106,865,1488
306,33,31,32,1119,874,1505
307,31,31,32,1138,845,1494
308,31,32,32,1150,900,1464
309,15,31,31,1166,927,1377
310,30,30,14,1112,940,1427
311,31,29,33,1168,923,1395
312,31,31,32,1144,1012,1375
313,31,31,32,1163,1031,1398
314,30,31,31,1159,1038,1414
315,34,34,36,1155,1019,1324
316,11,31,29,1194,1012,1366
317,30,31,14,1163,978,1351
318,30,29,32,1073,965,1354
319,31,29,33,1096,969,1332
320,32,30,32,1123,984,1348
321,30,30,31,1145,1078,1319
322,29,31,30,1155,977,1285
323,11,32,29,1122,920,1337
324,31,31,11,1155,921,1354
325,31,28,32,1181,928,1336
326,30,30,32,1168,915,1336
327,36,33,34,1187,898,1339
328,31,30,30,1142,867,1251
329,29,30,31,1182,884,1322
330,33,30,29,1166,896,1340
331,32,31,11,1130,880,1309
332,31,29,31,1176,904,1322
333,31,29,32,1138,888,1337
334,31,30,31,1133,851,1359
335,31,31,31,1140,818,1307
336,29,31,31,1110,826,1261
337,30,36,29,1160,846,1311
338,30,30,16,1178,806,1350
339,34,32,35,1154,800,1378
340,30,29,32,1170,787,1361
341,30,30,31,1120,826,1291
342,31,31,30,1116,847,1357
343,29,30,32,1088,844,1329
344,29,31,30,1046,832,1377
345,30,30,33,983,841,1418
346,30,29,30,982,845,1443
347,30,28,30,979,810,1456
348,31,29,30,974,771,1443
349,30,31,30,965,841,1444
350,29,31,30,1016,862,1468
351,34,34,32,1057,905,1514
352,30,10,30,1068,877,1432
353,30,30,32,1085,869,1439
354,30,36,32,1109,829,1401
355,31,30,31,1150,879,1481
356,32,31,31,1146,875,1494
357,29,30,31,1159,870,1500
358,28,9,29,1139,881,1464
359,30,9,30,1152,897,1440
360,31,30,31,1180,946,1406
361,31,30,30,1120,857,1494
362,34,33,35,1125,911,1510
363,30,30,30,1214,869,1508
364,29,30,31,1254,883,1469
365,28,10,29,1276,880,1469
366,30,9,28,1191,832,1455
367,32,9,31,1187,860,1430
368,31,31,30,1232,873,1457
369,31,30,30,1275,887,1503
370,31,30,31,1159,868,1511
371,28,30,30,1178,857,1529
372,29,10,29,1202,843,1515
373,30,9,28,1172,815,1420
374,36,14,35,1151,828,1514
375,30,30,31,1197,830,1511
376,30,30,31,1224,807,1519
377,30,30,31,1208,825,1522
378,31,30,30,1162,847,1488
379,30,30,29,1198,823,1432
380,30,28,29,1256,830,1392
381,30,14,31,1316,843,1472
382,30,32,31,1251,812,1461
383,30,31,30,1293,853,1503
384,30,30,30,1300,859,1511
385,31,30,32,1299,829,1488
386,36,34,34,1334,862,1400
387,31,29,30,1297,839,1447
388,31,14,30,1266,795,1487
389,31,31,30,1309,807,1495
390,31,31,32,1321,867,1515
391,31,31,32,1336,871,1450
392,46,31,31,1275,794,1444
393,32,32,31,1263,829,1451
394,31,31,31,1348,845,1493
395,31,12,31,1354,841,1500
396,32,31,31,1368,832,1527
397,34,34,34,1368,801,1564
398,33,31,40,1376,837,1529
399,17,36,31,1444,815,1456
400,35,30,46,1446,815,1514
401,31,29,31,1371,787,1493
402,31,10,30,1440,783,1516
403,31,10,33,1426,781,1513
404,31,10,31,1401,744,1472
405,30,9,31,1421,761,1580
406,15,31,36,1374,744,1565
407,32,32,14,1343,739,1637
408,32,32,31,1368,721,1670
409,35,35,35,1384,719,1683
410,32,31,31,1374,731,1706
411,31,32,31,1377,698,1733
412,30,30,31,1395,690,1648
413,14,33,30,1418,676,1753
414,30,32,14,1352,713,1767
415,31,29,31,1406,699,1772
416,31,31,31,1409,718,1733
417,31,32,32,1434,718,1714
418,30,31,31,1446,700,1715
419,29,30,31,1426,657,1716
420,11,33,28,1427,639,1800
421,36,35,20,1425,646,1818
422,31,28,31,1474,633,1787
423,30,30,31,1494,609,1754
424,31,31,31,1477,541,1813
425,30,30,31,1497,595,1760
426,30,30,30,1474,583,1768
427,11,31,29,1427,576,1807
428,31,30,11,1534,552,1746
429,30,28,31,1528,523,1759
430,30,30,31,1522,505,1743
431,31,31,32,1574,609,1690
432,34,35,35,1535,554,1744
433,29,31,31,1439,548,1749
434,11,31,29,1522,497,1816
435,31,10,11,1542,459,1811
436,31,29,31,1533,512,1828
437,31,29,31,1525,473,1812
438,30,30,31,1534,475,1775
439,31,30,31,1502,489,1775
440,29,30,30,1500,504,1811
441,31,10,29,1539,459,1792
442,31,9,38,1565,478,1734
443,31,29,32,1562,464,1720
444,34,35,35,1567,474,1752
445,31,30,31,1570,425,1697
446,30,30,31,1509,410,1696
447,30,30,32,1525,407,1691
448,32,10,30,1550,504,1711
449,31,9,32,1538,453,1748
450,31,29,32,1574,437,1727
451,30,28,31,1540,424,1655
452,33,31,31,1474,410,1709
453,30,30,31,1482,495,1717
454,30,30,31,1465,520,1724
455,34,10,30,1458,439,1749
456,36,13,36,1425,441,1775
457,30,29,31,1459,554,1703
458,30,29,31,1500,511,1697
459,30,30,31,1479,479,1709
460,30,32,30,1489,499,1727
461,29,30,32,1507,467,1732
462,29,30,28,1538,453,1743
463,31,30,31,1523,449,1737
464,30,30,31,1419,519,1707
465,31,30,31,1447,481,1684
466,30,30,30,1507,482,1701
467,30,32,30,1524,464,1686
468,34,35,35,1468,524,1690
469,29,30,28,1526,466,1615
470,30,39,31,1530,529,1641
471,30,30,30,1541,541,1673
472,31,30,31,1467,420,1751
473,31,31,31,1423,480,1759
474,31,30,30,1443,449,1779
475,38,31,30,1436,448,1781
476,28,30,29,1468,451,1875
477,31,30,29,1499,436,1709
478,31,30,31,1468,493,1715
479,34,34,34,1550,527,1672
480,30,30,30,1541,573,1636
481,30,31,30,1484,557,1663
482,28,30,31,1461,525,1667
483,28,30,28,1526,608,1671
484,30,30,29,1515,502,1689
485,31,30,30,1467,496,1688
486,31,30,30,1529,465,1739
487,31,31,30,1547,548,1748
488,42,32,30,1555,514,1753
489,29,30,31,1583,471,1742
490,29,11,31,1616,519,1666
491,34,14,35,1557,443,1666
492,31,30,30,1537,449,1648
493,31,32,31,1574,458,1631
494,32,31,32,1636,475,1608
495,31,32,31,1681,481,1563
496,31,32,31,1614,517,1587
497,31,31,30,1641,603,1586
498,31,31,30,1591,568,1648
499,32,18,31,1562,568,1670
500,35,36,35,1585,561,1703
501,30,29,31,1595,561,1693
502,30,29,30,1586,513,1750
503,35,31,34,1572,435,1606
504,32,30,46,1540,423,1696
505,31,29,31,1510,442,1708
506,31,30,32,1532,452,1713
507,32,31,32,1556,481,1703
508,31,11,32,1530,404,1716
509,32,31,31,1519,509,1640
510,30,31,10,1511,565,1602
511,31,31,12,1506,494,1672
512,157,159,158,1569,465,1679
513,31,14,33,1441,261,1559
514,34,38,44,1460,321,1589
515,30,33,31,1490,274,1608
516,29,32,31,1477,275,1540
517,13,40,29,1416,270,1541
518,31,30,36,1491,315,1614
519,31,28,31,1503,268,1595
520,35,13,30,1506,314,1611
521,32,32,30,1516,290,1620
522,30,31,30,1440,259,1587
523,29,30,30,1496,279,1564
524,14,30,30,1487,310,1567
525,30,29,19,1511,301,1567
526,35,32,36,1554,316,1562
527,30,14,32,1521,264,1522
528,31,31,31,1554,277,1511
529,30,30,31,1517,281,1465
530,29,31,31,1538,256,1543
531,11,30,30,1520,334,1518
532,30,30,32,1514,325,1556
533,30,28,31,1466,322,1569
534,30,11,30,1497,366,1523
535,30,30,31,1480,365,1452
536,30,31,31,1516,308,1577
537,28,30,30,1512,310,1561
538,15,33,33,1563,316,1583
539,31,30,32,1660,346,1553
540,31,30,31,1700,265,1544
541,42,11,31,1701,311,1526
542,32,31,31,1645,334,1501
543,30,30,30,1583,335,1504
544,29,30,31,1600,319,1508
545,37,30,28,1681,291,1518
546,32,30,30,1632,318,1514
547,31,28,31,1600,365,1455
548,31,47,31,1575,324,1413
549,34,33,34,1612,327,1430
550,31,30,31,1611,305,1474
551,28,31,31,1636,298,1443
552,30,30,29,1735,302,1459
553,31,30,31,1671,257,1431
554,31,29,30,1677,235,1417
555,30,31,30,1687,310,1407
556,31,30,30,1697,286,1462
557,31,30,31,1668,280,1448
558,28,30,30,1652,239,1430
559,29,31,29,1691,309,1488
560,30,30,29,1716,361,1522
561,34,33,34,1622,361,1421
562,31,29,30,1626,357,1498
563,30,30,31,1646,358,1504
564,31,31,31,1686,375,1521
565,28,30,31,1726,412,1532
566,30,30,29,1684,415,1501
567,31,31,29,1710,382,1493
568,30,29,31,1710,351,1484
569,30,28,30,1656,335,1496
570,31,30,30,1688,337,1505
571,31,31,30,1674,365,1479
572,29,30,34,1686,348,1469
573,36,34,34,1682,405,1404
574,30,31,30,1630,438,1326
575,30,29,30,1664,443,1383
576,31,8,31,1663,437,1421
577,30,9,31,1693,419,1442
578,30,9,30,1692,472,1422
579,28,9,33,1664,570,1380
580,29,46,30,1687,487,1444
581,30,31,31,1757,397,1496
582,30,29,31,1715,431,1487
583,30,28,30,1687,398,1481
584,30,30,31,1723,399,1454
585,34,35,34,1659,355,1483
586,29,30,30,1709,403,1447
587,29,31,30,1637,468,1431
588,30,31,31,1632,435,1512
589,30,30,30,1672,469,1530
590,30,30,32,1729,456,1526
591,32,31,31,1802,478,1529
592,34,31,31,1883,526,1452
593,32,31,30,1852,428,1424
594,31,32,14,1880,449,1510
595,32,31,31,1832,410,1468
596,35,34,35,1830,442,1547
597,30,30,31,1774,422,1536
598,33,31,31,1694,401,1506
599,31,33,31,1701,413,1531
600,31,30,30,1661,489,1481
601,30,30,14,1693,462,1532
602,30,30,30,1664,458,1546
603,31,31,33,1718,451,1551
604,31,32,33,1680,417,1542
605,31,31,32,1774,478,1470
606,32,31,32,1679,474,1410
607,46,31,29,1707,451,1529
608,36,35,19,1656,449,1519
609,30,31,31,1673,444,1503
610,31,34,31,1674,457,1478
611,30,31,32,1675,463,1505
612,31,31,31,1654,519,1564
613,31,32,31,1702,487,1483
614,18,32,30,1642,460,1503
615,31,31,11,1599,455,1498
616,30,31,30,1648,477,1490
617,31,14,31,1707,459,1495
618,30,32,31,1686,526,1412
619,30,30,31,1711,471,1377
620,32,33,35,1763,464,1408
621,14,30,29,1646,438,1436
622,30,30,11,1673,478,1435
623,30,28,30,1690,461,1453
624,31,14,31,1679,427,1428
625,31,30,31,1676,446,1426
626,30,30,31,1624,441,1479
627,29,31,31,1640,536,1448
628,10,30,30,1610,480,1458
629,10,10,16,1623,540,1468
630,11,8,31,1665,533,1490
631,35,15,35,1664,605,1539
632,31,31,32,1653,528,1446
633,30,30,31,1655,547,1504
634,31,31,31,1588,558,1492
635,36,31,30,1634,461,1489
636,32,30,31,1658,425,1464
637,32,29,32,1614,421,1405
638,30,15,32,1600,389,1419
639,30,30,31,1525,346,1536
640,30,30,30,1503,405,1507
641,29,31,30,1538,401,1506
642,11,30,29,1552,316,1465
643,34,33,34,1566,318,1434
644,31,30,32,1538,359,1428
645,31,9,31,1542,374,1356
646,32,29,30,1550,384,1373
647,30,30,31,1492,342,1399
648,30,34,31,1524,335,1450
649,36,31,30,1560,296,1455
650,30,31,32,1573,312,1435
651,31,30,31,1552,272,1377
652,30,15,31,1524,312,1471
653,32,31,31,1501,303,1473
654,39,30,31,1575,306,1462
655,32,34,35,1550,319,1432
656,31,31,29,1523,333,1470
657,32,30,29,1533,381,1509
658,31,29,30,1531,368,1490
659,31,11,30,1544,370,1561
660,33,31,30,1497,338,1583
661,31,31,30,1541,326,1572
662,29,30,30,1563,327,1558
663,31,31,30,1590,345,1477
664,31,30,29,1568,309,1433
665,31,29,31,1544,293,1521
666,30,32,31,1478,325,1478
667,34,34,34,1565,320,1510
668,30,34,31,1539,321,1459
669,29,30,30,1533,322,1446
670,29,31,29,1565,406,1485
671,31,31,29,1559,366,1505
672,31,29,31,1514,380,1515
673,30,31,30,1522,390,1551
674,30,31,30,1516,410,1529
675,30,31,30,1565,354,1571
676,29,31,32,1569,376,1469
677,29,30,31,1561,310,1421
678,35,36,35,1546,307,1522
679,31,29,31,1482,278,1480
680,30,30,31,1506,281,1470
681,30,30,31,1525,260,1477
682,30,30,31,1524,251,1414
683,29,31,31,1558,326,1494
684,29,31,39,1527,346,1502
685,32,30,30,1429,399,1519
686,31,29,30,1436,408,1524
687,30,39,30,1446,403,1500
688,31,31,31,1445,365,1525
689,30,31,31,1458,482,1525
690,33,35,34,1472,401,1458
691,29,31,45,1464,393,1498
692,31,31,31,1404,372,1487
693,34,31,31,1422,338,1498
694,31,30,30,1448,388,1504
695,32,31,31,1450,405,1517
696,31,31,30,1447,439,1431
697,29,30,30,1402,465,1486
698,31,31,16,1391,505,1466
699,31,31,30,1422,504,1521
700,32,29,30,1409,494,1501
701,30,29,30,1419,481,1490
702,33,33,34,1418,574,1524
703,31,31,30,1415,538,1456
704,31,31,29,1391,456,1483
705,32,31,14,1325,468,1480
706,32,32,38,1372,488,1482
707,31,29,32,1368,458,1467
708,31,30,32,1365,427,1472
709,31,30,32,1303,413,1431
710,30,31,31,1293,454,1487
711,31,31,30,1310,466,1497
712,30,31,15,1357,451,1536
713,34,36,35,1374,448,1526
714,30,32,33,1424,450,1502
715,30,32,32,1347,456,1496
716,30,31,31,1357,433,1488
717,30,31,31,1350,442,1572
718,46,30,29,1275,441,1534
719,31,30,11,1196,439,1556
720,30,30,30,1133,444,1564
721,30,30,32,1074,542,1499
722,30,30,31,1070,483,1478
723,30,30,31,1039,470,1523
724,30,31,31,1079,514,1529
725,17,35,33,1123,529,1528
726,30,30,11,1155,506,1483
727,31,30,31,1152,495,1471
728,30,32,33,1155,622,1505
729,31,30,31,1166,511,1439
730,34,29,31,1169,551,1453
731,30,30,31,1117,559,1455
732,14,31,29,1113,573,1525
733,30,30,41,1104,535,1575
734,31,30,30,1118,514,1519
735,30,35,32,1132,536,1435
736,31,31,32,1081,526,1530
737,34,34,34,1095,613,1545
738,30,31,32,1110,494,1509
739,13,31,30,1136,476,1525
740,31,30,31,1136,393,1462
741,31,30,31,1084,488,1548
742,31,33,30,1163,421,1557
743,31,31,30,1156,433,1593
744,30,30,31,1134,393,1587
745,29,30,30,1147,418,1629
746,15,30,29,1199,430,1635
747,31,30,33,1141,433,1608
748,35,34,43,1138,424,1557
749,31,13,31,1072,494,1531
750,32,33,31,1069,531,1551
751,31,31,30,1103,488,1551
752,29,32,33,1128,519,1525
753,11,30,30,1117,446,1459
754,30,53,30,1123,509,1555
755,31,36,31,1072,483,1496
756,31,15,31,1114,455,1533
757,30,42,31,1088,478,1568
758,31,38,31,1087,480,1591
759,29,37,31,1084,455,1623
760,14,41,34,1085,479,1621
761,30,37,30,1115,445,1561
762,31,34,31,1103,482,1536
763,30,15,30,1081,490,1596
764,31,35,30,1142,478,1532
765,30,37,30,1150,580,1564
766,29,37,30,1157,491,1488
767,31,37,29,1137,536,1544
768,31,37,29,1121,498,1544
769,32,34,30,1140,448,1611
770,30,12,30,1122,453,1578
771,31,36,31,1090,461,1650
772,34,39,34,1091,465,1640
773,30,37,32,1063,548,1637
774,35,36,29,1072,528,1546
775,30,36,29,1047,439,1634
776,31,35,30,986,487,1617
777,30,12,30,1010,482,1619
778,31,35,31,977,551,1575
779,31,35,30,992,479,1524
780,30,37,31,997,534,1526
781,29,36,30,1009,554,1508
782,30,36,31,1030,558,1566
783,31,35,31,1042,559,1585
784,35,15,34,1060,470,1555
785,31,35,31,1042,458,1571
786,31,37,30,1050,480,1576
787,29,37,31,1058,444,1532
788,30,37,30,1014,446,1540
789,32,37,30,990,433,1614
790,31,37,30,979,448,1583
791,31,39,31,971,461,1542
792,31,37,32,974,415,1497
793,31,38,31,943,475,1542
794,30,38,31,930,429,1547
795,34,42,33,1013,394,1492
796,31,37,29,1021,417,1469
797,31,35,31,1003,400,1431
798,31,37,31,1036,434,1434
799,31,36,31,1042,398,1403
800,30,37,31,1014,271,1347
801,28,38,29,1043,326,1397
802,29,36,35,1108,311,1422
803,31,36,31,1026,314,1424
804,31,35,31,1057,307,1429
805,31,30,32,1027,286,1368
806,31,32,33,1039,301,1385
807,34,35,35,983,305,1436
808,30,31,33,1015,284,1396
809,30,31,19,1077,304,1401
810,30,31,30,1051,311,1379
811,31,30,31,1062,318,1388
812,34,30,31,1086,298,1425
813,30,37,31,1110,257,1355
814,30,32,31,1177,274,1269
815,30,32,30,1127,278,1234
816,30,32,14,1104,276,1240
817,31,31,31,1104,289,1246
818,30,30,32,1116,311,1254
819,34,33,34,1126,336,1256
820,30,31,31,1114,333,1304
821,30,30,31,1211,305,1320
822,30,30,33,1153,306,1317
823,30,30,14,1167,284,1301
824,30,30,32,1169,298,1271
825,30,28,32,1176,342,1276
826,31,28,31,1171,281,1267
827,30,30,31,1207,297,1272
828,30,31,31,1137,320,1195
829,30,30,29,1145,313,1229
830,34,34,18,1136,307,1242
831,30,30,31,1077,232,1273
832,31,28,31,1133,325,1251
833,30,29,32,1072,345,1232
834,30,30,32,1080,322,1303
835,30,30,31,1087,334,1304
836,45,30,29,1126,311,1293
837,31,30,11,1144,301,1283
838,30,30,31,1145,356,1309
839,30,29,31,1154,371,1385
840,30,29,32,1151,310,1386
841,30,30,31,1122,309,1379
842,34,34,34,1064,283,1376
843,14,30,30,1046,286,1378
844,31,30,11,1061,247,1319
845,30,30,31,1067,287,1235
846,30,30,32,1008,282,1309
847,30,30,31,1018,265,1295
848,30,30,31,1009,324,1327
849,30,30,31,1060,270,1318
850,14,30,30,1080,295,1186
851,31,30,31,1091,316,1251
852,30,30,32,1127,246,1327
853,31,31,31,1135,299,1364
854,35,36,36,1096,315,1380
855,32,30,30,1096,293,1299
856,30,31,31,1097,280,1282
857,14,30,28,1097,293,1311
858,30,30,32,1099,207,1203
859,30,30,31,1157,251,1210
860,30,30,31,1109,329,1227
861,31,31,30,1053,307,1204
862,31,31,30,1145,329,1167
863,30,33,31,1093,296,1133
864,11,30,28,1135,383,1213
865,34,33,34,1176,378,1229
866,32,13,32,1142,360,1259
867,30,31,36,1122,334,1279
868,31,31,31,1023,358,1306
869,30,30,31,967,354,1310
870,29,30,31,996,388,1349
871,11,30,30,1030,378,1384
872,30,10,35,1012,347,1339
873,31,9,32,905,402,1329
874,31,35,31,893,345,1344
875,31,30,31,943,410,1339
876,30,30,31,856,407,1315
877,32,33,35,935,405,1265
878,11,30,29,897,407,1283
879,30,10,30,878,409,1311
880,32,9,30,908,395,1307
881,31,11,30,903,426,1328
882,32,31,30,890,436,1304
883,30,30,30,894,507,1301
884,30,30,32,887,466,1365
885,31,30,29,892,402,1377
886,31,10,29,867,390,1351
887,32,9,30,872,435,1362
888,31,9,30,868,414,1337
889,35,32,33,858,377,1321
890,31,31,31,853,401,1268
891,30,31,32,855,439,1239
892,32,31,30,829,423,1235
893,32,31,30,889,440,1265
894,32,10,31,894,446,1257
