,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
196,32,33,34,9718,2037,2600
197,33,33,33,10921,3223,3857
198,36,37,36,10363,2626,3245
199,32,32,33,9827,2110,2811
200,43,31,33,9879,1994,2606
201,29,30,15,9922,2031,2638
202,31,31,32,11211,3213,3915
203,32,33,33,10656,2648,3304
204,36,37,39,10126,2248,2808
205,32,32,32,10120,2037,2668
206,33,32,31,10181,1987,2636
207,30,31,33,11496,3283,3840
208,31,34,16,10941,2678,3269
209,33,33,34,10429,2186,2792
210,36,36,47,10436,1998,2675
211,32,32,31,10409,1999,2632
212,33,32,32,11652,3236,3915
213,33,32,32,11094,2628,3313
214,30,31,44,10558,2139,2902
215,29,30,16,10564,2071,2736
216,38,38,42,10625,2026,2722
217,32,32,32,11762,3290,3977
218,32,32,33,11203,2683,3374
219,31,32,32,10699,2231,2912
220,32,32,30,10733,2046,2750
221,31,30,32,10767,2035,2745
222,35,34,19,12011,3247,4036
223,31,31,32,11458,2636,3422
224,30,32,33,10952,2175,2972
225,31,32,31,10925,2070,2811
226,30,31,41,10949,2073,2737
227,31,31,43,12252,3261,4070
228,34,36,35,11697,2659,3462
229,29,31,11,11230,2210,2955
230,10,32,32,11176,2123,2770
231,30,30,29,11194,2069,2825
232,30,31,31,12470,3361,4060
233,30,30,32,11915,2763,3447
234,36,35,34,11389,2247,3076
235,29,30,30,11348,2144,2804
236,29,30,15,11435,2113,2863
237,30,31,32,12661,3288,4177
238,30,31,31,12109,2698,3570
239,35,35,36,11587,2175,3157
240,31,31,33,11590,2100,2838
241,32,31,31,11624,2093,2795
242,29,28,31,12869,3294,4101
243,29,29,14,12312,2702,3491
244,31,29,30,11792,2239,3041
245,35,32,35,11817,2121,2799
246,31,29,31,11854,2077,2780
247,31,31,31,13133,3245,4082
248,31,31,29,12578,2680,3476
249,30,29,31,12071,2187,2951
250,31,31,13,12085,2075,2829
251,35,35,33,12104,2031,2858
252,32,31,31,13408,3308,4027
253,31,30,31,12853,2713,3427
254,34,30,30,12324,2194,3049
255,31,31,32,12326,2096,2813
256,146,153,200,12361,2102,2825
257,18,50,38,13344,3155,3808
258,30,31,31,12791,2548,3194
259,31,30,31,12270,2026,2736
260,30,32,31,12254,1892,2586
261,30,30,31,12303,1958,2596
262,29,29,31,13503,3112,3860
263,34,34,34,12948,2515,3253
264,14,13,19,12420,2077,2792
265,31,31,31,12471,1847,2585
266,30,32,31,12503,1879,2668
267,30,33,31,13788,3103,3879
268,30,31,30,13230,2549,3270
269,32,34,13,12705,2058,2818
270,30,31,30,12685,1924,2640
271,13,14,10,12701,1906,2643
272,32,31,32,13991,3183,3820
273,30,31,31,13439,2595,3266
274,34,35,44,12912,2176,2809
275,30,31,30,12943,2028,2662
276,29,30,30,12986,2001,2717
277,32,30,31,14258,3215,3934
278,31,14,37,13705,2612,3318
279,30,32,31,13193,2160,2872
280,33,43,45,13184,1963,2702
281,30,31,31,13206,1944,2604
282,29,32,29,14513,3181,3856
283,29,29,31,13959,2579,3250
284,31,30,31,13492,2136,2837
285,10,11,11,13419,1952,2581
286,34,36,36,13472,1945,2615
287,31,31,33,14764,3171,3837
288,30,34,33,14219,2578,3244
289,30,32,32,13673,2071,2823
290,8,30,32,13621,1968,2640
291,9,31,30,13692,1930,2589
292,16,15,35,14971,3116,3762
293,33,30,32,14412,2507,3146
294,32,32,30,13907,2124,2623
295,31,32,31,13892,1938,2592
296,31,31,32,13864,1941,2565
297,29,30,31,15172,3143,3738
298,35,35,47,14619,2529,3150
299,32,40,49,14117,2020,2766
300,31,31,29,14116,1897,2611
301,30,30,30,14154,1830,2611
302,30,30,31,15376,3102,3837
303,31,31,31,14821,2514,3246
304,32,34,37,14305,2021,2776
305,31,30,32,14288,1921,2603
306,30,32,33,14345,1923,2547
307,31,30,37,15644,3155,3765
308,32,31,31,15086,2562,3153
309,31,32,32,14562,2009,2677
310,36,35,35,14590,1939,2557
311,30,30,31,14638,1943,2566
312,29,30,15,15967,3176,3784
313,31,31,30,15412,2565,3164
314,10,31,11,14903,2083,2721
315,34,34,34,14920,1961,2586
316,30,31,31,14912,1898,2568
317,31,30,31,16149,3137,3776
318,29,29,32,15592,2532,3210
319,29,30,29,15118,2063,2768
320,30,31,32,15094,1921,2587
321,13,34,40,15163,1934,2568
322,9,31,30,16478,3167,3830
323,31,31,31,15923,2559,3223
324,31,31,30,15407,2085,2803
325,29,28,29,15407,1954,2606
326,29,29,9,15422,1937,2584
327,34,34,36,16650,3188,3826
328,31,31,31,16091,2579,3217
329,31,30,32,15618,2066,2762
330,30,30,32,15610,1947,2604
331,29,35,32,15640,1921,2658
332,28,30,33,16982,3072,3861
333,32,34,48,16427,2508,3251
334,30,31,32,15961,2054,2779
335,30,30,10,15872,1908,2573
336,31,29,32,15963,1913,2583
337,30,30,30,17243,3194,3779
338,30,30,32,16687,2594,3215
339,33,35,36,16187,2146,2806
340,29,30,30,16185,1916,2578
341,29,30,32,16222,1923,2563
342,31,30,31,17489,3159,3836
343,30,30,31,16936,2545,3221
344,30,30,36,16442,2078,2829
345,34,34,37,16445,1922,2590
346,30,30,39,16441,1916,2573
347,30,31,29,17732,3177,3793
348,30,30,31,17179,2569,3180
349,30,31,29,16707,2106,2754
350,32,30,30,16653,1925,2598
351,33,33,32,16725,1928,2604
352,30,30,30,18007,3104,3826
353,31,31,30,17448,2493,3215
354,33,30,30,16984,1978,2785
355,30,30,36,16908,1845,2614
356,34,33,34,16952,1834,2613
357,31,31,31,18260,3115,3888
358,31,30,45,17704,2532,3300
359,30,29,30,17198,2072,2839
360,30,39,30,17156,1933,2712
361,13,43,30,17175,1916,2671
362,34,33,34,18481,3141,3881
363,30,30,30,17931,2552,3274
364,31,30,32,17452,2014,2846
365,31,30,29,17421,1900,2668
366,29,30,32,17483,1836,2655
367,31,30,29,18683,3063,3932
368,17,17,35,18128,2459,3324
369,32,30,31,17626,1885,2857
370,31,30,31,17658,1855,2718
371,31,32,30,17698,1840,2688
372,31,31,30,18976,3186,3961
373,29,29,31,18418,2587,3351
374,35,34,34,17879,2184,2885
375,14,14,16,17890,1957,2662
376,31,30,30,17924,2020,2671
377,31,30,30,19273,3226,3948
378,31,30,30,18719,2625,3345
379,31,31,29,18221,2195,2934
380,35,37,34,18232,2057,2733
381,30,31,37,18214,2036,2753
382,11,14,14,19491,3265,3927
383,31,30,31,18924,2653,3318
384,31,30,31,18442,2228,2910
385,30,32,31,18380,2054,2664
386,34,35,36,18492,2049,2663
387,30,29,31,19694,3251,3870
388,33,31,31,19137,2643,3262
389,11,11,15,18658,2102,2863
390,31,32,32,18650,2000,2647
391,32,31,31,18723,1972,2678
392,35,35,38,19993,3221,3902
393,31,31,32,19429,2609,3277
394,29,29,31,18951,2089,2862
395,33,31,33,18905,1950,2652
396,17,11,12,18943,2022,2659
397,34,34,35,20257,3236,3852
398,31,32,33,19705,2668,3249
399,31,32,32,19226,2224,2735
400,30,31,39,19157,2018,2670
401,29,28,31,19210,1929,2646
402,31,31,31,20534,3248,3854
403,39,37,36,19981,2654,3295
404,31,31,32,19497,2236,2816
405,31,32,33,19441,1968,2641
406,31,32,32,19498,1925,2643
407,32,30,31,20769,3167,3890
408,30,29,32,20213,2560,3278
409,36,33,36,19685,2171,2855
410,31,45,36,19703,1957,2638
411,32,31,31,19671,1960,2679
412,32,31,40,20998,3182,3890
413,32,31,9,20442,2548,3277
414,31,31,11,19936,2079,2850
415,33,33,37,19951,1904,2676
416,29,30,32,19978,1898,2633
417,31,31,32,21250,3128,3888
418,30,31,30,20697,2521,3279
419,30,31,31,20172,2108,2802
420,31,30,38,20139,1898,2695
421,34,34,34,20142,1853,2638
422,29,29,35,21427,3068,3853
423,30,28,28,20876,2463,3234
424,31,30,30,20367,2100,2729
425,9,31,29,20381,1862,2702
426,31,30,29,20426,1846,2697
427,35,36,14,21731,3078,3880
428,31,31,31,21180,2477,3265
429,29,30,30,20655,1973,2804
430,29,29,31,20666,1890,2707
431,32,30,32,20708,1818,2644
432,13,34,37,21953,2995,3937
433,9,30,30,21401,2399,3320
434,31,31,34,20928,1815,2924
435,31,30,31,20890,1758,2687
436,29,31,30,20915,1740,2638
437,29,30,30,22240,2953,3897
438,34,34,38,21685,2355,3293
439,31,30,29,21171,1891,2829
440,31,30,29,21188,1725,2661
441,30,30,29,21213,1736,2647
442,31,31,32,22527,2901,3852
443,29,30,31,21972,2345,3246
444,32,34,35,21502,1897,2744
445,30,30,30,21429,1671,2665
446,30,30,30,21435,1729,2623
447,30,30,30,22752,2956,3796
448,32,31,36,22198,2362,3225
449,30,31,31,21716,1952,2805
450,34,34,35,21629,1819,2597
451,30,31,31,21715,1777,2577
452,30,30,31,22935,2972,3833
453,31,31,30,22363,2361,3225
454,31,30,31,21885,1903,2810
455,31,29,30,21890,1720,2589
456,34,33,34,21908,1770,2586
457,31,30,41,23170,2916,3775
458,30,31,30,22614,2310,3165
459,30,30,30,22146,1796,2659
460,30,30,31,22091,1656,2573
461,30,31,30,22109,1684,2553
462,34,34,33,23417,2885,3810
463,30,28,30,22866,2319,3188
464,29,30,30,22376,1811,2661
465,33,29,14,22361,1679,2574
466,30,30,31,22370,1660,2522
467,30,29,31,23680,2866,3691
468,35,34,35,23123,2265,3127
469,30,30,30,22634,1731,2611
470,30,29,31,22590,1597,2547
471,30,30,32,22617,1603,2533
472,14,14,31,23919,2829,3778
473,35,34,34,23364,2220,3180
474,31,30,30,22888,1715,2668
475,35,31,34,22826,1647,2551
476,30,31,30,22884,1704,2515
477,29,34,30,24207,2983,3744
478,31,30,30,23651,2398,3139
479,34,17,18,23150,1856,2677
480,30,31,32,23150,1742,2498
481,30,30,33,23172,1727,2507
482,30,32,31,24428,2963,3784
483,30,31,32,23872,2367,3176
484,28,29,31,23421,1857,2789
485,33,33,34,23341,1773,2575
486,13,14,20,23382,1814,2579
487,31,31,42,24723,2895,3810
488,31,31,32,24167,2288,3201
489,31,31,61,23654,1817,2803
490,30,31,33,23661,1758,2602
491,32,33,37,23669,1753,2550
492,30,40,32,24968,3025,3759
493,15,11,32,24412,2413,3164
494,31,31,31,23957,2000,2726
495,32,32,32,23916,1851,2583
496,40,31,31,23965,1764,2483
497,35,35,36,25211,2977,3762
498,30,29,32,24653,2375,3168
499,31,31,32,24123,1856,2605
500,15,14,37,24122,1783,2584
501,30,30,30,24194,1789,2497
502,31,30,31,25468,2973,3742
503,35,35,35,24913,2378,3136
504,32,31,31,24374,1869,2624
505,29,30,32,24420,1725,2523
506,31,32,31,24436,1745,2501
507,11,42,32,25747,2882,3744
508,32,31,32,25193,2321,3135
509,37,37,36,24725,1788,2705
510,32,31,30,24688,1665,2511
511,32,32,32,24683,1681,2511
512,253,246,310,25981,3092,3674
513,31,31,13,25405,2445,2964
514,35,36,36,24855,1893,2373
515,30,31,32,24556,1370,2079
516,31,31,34,24655,1428,2030
517,30,30,30,25867,2770,3267
518,30,30,31,25312,2166,2680
519,30,30,31,24843,1655,2237
520,37,34,16,24787,1548,2084
521,30,30,31,24805,1521,2059
522,30,30,31,26081,2754,3301
523,30,30,32,25536,2162,2697
524,30,30,31,25020,1715,2253
525,30,28,31,24987,1554,2055
526,33,33,34,25035,1536,1996
527,13,34,31,26354,2725,3201
528,32,30,31,25798,2130,2609
529,31,30,32,25329,1641,2136
530,31,30,31,25303,1510,1989
531,31,30,32,25311,1456,1963
532,34,32,34,26626,2754,3233
533,32,31,31,26079,2189,2629
534,14,14,32,25572,1669,2227
535,32,30,31,25581,1556,2079
536,31,31,32,25639,1533,2038
537,31,30,29,26872,2770,3300
538,36,34,34,26313,2166,2705
539,29,30,31,25790,1674,2229
540,30,31,31,25802,1517,2027
541,14,14,31,25879,1455,1974
542,31,30,30,27188,2720,3215
543,31,31,36,26634,2132,2605
544,35,34,34,26166,1649,2185
545,31,30,30,26133,1562,2013
546,37,30,31,26183,1590,1984
547,30,31,30,27504,2703,3238
548,11,14,31,26935,2073,2646
549,33,33,30,26473,1547,2239
550,34,34,34,26374,1515,2043
551,31,31,34,26383,1533,2048
552,31,31,30,27684,2691,3223
553,29,29,31,27127,2127,2626
554,30,30,30,26661,1630,2165
555,14,23,34,26619,1527,2040
556,31,31,30,26605,1458,2028
557,31,31,31,27915,2722,3198
558,30,31,29,27362,2133,2631
559,31,30,30,26848,1675,2181
560,29,34,31,26846,1564,2032
561,34,34,49,26886,1583,1992
562,30,11,30,28124,2798,3283
563,31,31,30,27565,2187,2694
564,31,31,31,27082,1646,2172
565,30,31,29,27045,1592,2093
566,31,30,30,27136,1610,2004
567,32,32,34,28401,2822,3248
568,31,30,14,27850,2217,2639
569,31,31,31,27370,1682,2202
570,32,31,31,27342,1538,1982
571,31,31,31,27389,1540,1964
572,31,31,30,28690,2736,3169
573,35,34,35,28133,2136,2580
574,29,30,31,27651,1609,2102
575,30,29,32,27629,1550,1971
576,31,31,30,27608,1541,1915
577,31,31,30,28884,2790,3174
578,31,31,31,28330,2185,2571
579,34,33,33,27834,1793,2062
580,31,30,28,27827,1541,1971
581,29,29,30,27845,1556,1889
582,38,29,13,29100,2771,3179
583,31,31,31,28542,2171,2569
584,10,31,31,28086,1663,2176
585,34,35,36,28070,1624,1954
586,31,30,31,28106,1529,1930
587,32,33,30,29357,2756,3202
588,28,29,31,28799,2151,2574
589,29,29,15,28326,1610,2110
590,34,39,36,28310,1557,1975
591,30,30,32,28359,1512,1938
592,30,32,32,29689,2770,3099
593,30,31,42,29134,2185,2490
594,31,36,30,28621,1669,2000
595,29,31,31,28564,1564,1863
596,34,36,18,28591,1518,1861
597,30,31,33,29889,2713,3004
598,31,31,32,29332,2140,2397
599,30,32,32,28798,1617,1931
600,30,36,30,28834,1539,1717
601,29,31,29,28874,1530,1780
602,32,33,34,30122,2809,2985
603,29,31,12,29569,2200,2423
604,32,31,31,29045,1687,1949
605,30,31,32,29053,1602,1771
606,31,30,32,29092,1578,1729
607,30,30,32,30346,2799,2962
608,34,34,36,29790,2199,2357
609,32,30,33,29302,1687,1886
610,30,30,32,29282,1601,1724
611,31,31,32,29297,1642,1666
612,31,31,32,30619,2826,2869
613,31,31,33,30050,2223,2263
614,34,35,37,29542,1766,1743
615,30,32,32,29500,1556,1631
616,31,31,43,29516,1628,1665
617,30,30,32,30805,2813,2872
618,31,30,32,30234,2253,2283
619,30,30,31,29760,1772,1839
620,33,34,41,29755,1614,1707
621,30,29,32,29803,1580,1705
622,30,30,31,31069,2810,2851
623,30,30,31,30513,2212,2258
624,30,30,32,29989,1756,1777
625,30,31,30,29995,1556,1638
626,33,35,44,30044,1518,1577
627,31,31,30,31303,2752,2845
628,31,30,31,30745,2142,2233
629,30,28,31,30270,1675,1788
630,30,30,30,30254,1533,1632
631,37,21,35,30299,1588,1576
632,30,30,30,31584,2756,2732
633,30,30,31,31032,2156,2142
634,30,32,29,30536,1611,1729
635,30,29,30,30535,1575,1579
636,31,28,31,30594,1542,1581
637,33,33,38,31917,2773,2799
638,14,14,31,31367,2179,2217
639,30,30,30,30888,1590,1743
640,30,30,30,30840,1552,1563
641,30,31,35,30817,1538,1553
642,30,29,29,32128,2743,2820
643,12,43,45,31573,2141,2186
644,9,29,29,31071,1665,1666
645,37,12,29,31025,1507,1563
646,31,31,29,31097,1489,1532
647,31,30,8,32329,2794,2793
648,31,31,29,31771,2181,2256
649,35,34,33,31243,1702,1738
650,29,29,29,31286,1576,1562
651,31,31,30,31329,1548,1559
652,14,14,36,32558,2768,2768
653,32,31,35,32000,2180,2161
654,31,31,32,31483,1681,1645
655,35,35,33,31520,1590,1601
656,31,31,9,31528,1549,1564
657,29,29,30,32816,2763,2754
658,31,31,30,32260,2164,2118
659,35,14,37,31778,1608,1637
660,31,30,31,31803,1528,1534
661,33,33,50,31819,1462,1540
662,31,31,38,33121,2677,2715
663,30,31,31,32565,2112,2107
664,29,29,31,32110,1540,1550
665,32,30,31,32052,1468,1491
666,11,11,13,32102,1423,1484
667,34,36,35,33387,2752,2758
668,32,31,43,32835,2131,2195
669,31,30,30,32354,1615,1687
670,30,30,30,32325,1521,1482
671,29,29,31,32352,1482,1504
672,34,34,36,33629,2774,2768
673,31,11,53,33081,2188,2157
674,31,31,31,32599,1675,1627
675,30,31,34,32572,1554,1570
676,30,31,32,32614,1553,1477
677,30,30,46,33921,2771,2784
678,32,33,53,33366,2164,2181
679,30,30,34,32834,1666,1628
680,30,19,57,32790,1536,1525
681,31,31,35,32836,1502,1550
682,32,31,38,34112,2687,2745
683,30,30,36,33557,2120,2142
684,38,37,40,33086,1628,1681
685,28,32,37,33082,1502,1412
686,29,30,36,33071,1518,1401
687,32,46,37,34370,2765,2678
688,40,33,33,33814,2163,2079
689,35,31,51,33342,1777,1491
690,43,34,38,33329,1542,1462
691,31,30,33,33342,1503,1417
692,30,29,34,34618,2775,2748
693,29,29,34,34064,2162,2139
694,31,31,10,33603,1655,1675
695,33,32,33,33507,1535,1529
696,35,35,35,33569,1570,1484
697,31,31,31,34881,2738,2762
698,32,31,32,34326,2133,2170
699,31,30,31,33857,1586,1690
700,28,29,31,33818,1533,1582
701,31,30,30,33838,1540,1602
702,13,35,33,35108,2747,2804
703,10,32,31,34550,2143,2196
704,31,32,30,34045,1699,1691
705,33,32,31,34048,1437,1528
706,30,29,38,34062,1463,1519
707,30,29,31,35373,2765,2754
708,36,36,35,34818,2155,2160
709,32,31,31,34311,1630,1606
710,31,31,31,34266,1513,1537
711,30,31,43,34378,1475,1514
712,38,43,32,35629,2739,2757
713,32,33,37,35074,2130,2196
714,28,31,32,34586,1584,1787
715,30,31,31,34562,1590,1506
716,32,32,31,34608,1520,1454
717,30,31,31,35855,2747,2730
718,30,31,30,35283,2134,2125
719,38,34,34,34781,1636,1595
720,29,31,32,34795,1534,1496
721,30,30,35,34844,1517,1553
722,37,40,30,36135,2730,2815
723,31,31,30,35579,2179,2201
724,31,30,30,35107,1642,1663
725,34,35,33,35040,1565,1640
726,30,29,30,35084,1503,1659
727,31,30,31,36391,2650,2843
728,30,30,14,35835,2086,2247
729,30,30,31,35375,1560,1714
730,30,31,31,35330,1505,1602
731,33,33,35,35401,1493,1583
732,30,30,30,36641,2793,2818
733,30,30,31,36085,2178,2254
734,30,30,31,35590,1648,1748
735,46,30,15,35593,1598,1590
736,31,31,32,35612,1548,1562
737,33,34,36,36960,2772,2790
738,30,30,31,36401,2147,2194
739,30,29,30,35924,1657,1677
740,30,31,31,35895,1506,1570
741,30,29,31,35952,1552,1527
742,14,30,11,37256,2765,2797
743,65,33,35,36700,2163,2191
744,36,30,32,36229,1680,1674
745,34,30,37,36145,1486,1595
746,35,30,32,36137,1488,1613
747,33,30,31,37443,2673,2825
748,38,34,34,36888,2106,2219
749,14,31,37,36386,1640,1655
750,35,30,31,36352,1532,1600
751,35,30,32,36346,1488,1565
752,35,31,30,37605,2713,2814
753,34,31,31,37037,2109,2216
754,37,32,35,36542,1589,1788
755,35,30,31,36478,1508,1521
756,14,21,34,36467,1503,1521
757,37,30,30,37723,2813,2756
758,35,30,31,37168,2202,2154
759,34,31,35,36672,1698,1705
760,38,33,35,36653,1563,1509
761,33,28,30,36685,1582,1456
762,35,31,32,38005,2791,2605
763,11,14,31,37450,2185,1999
764,35,30,31,36958,1625,1482
765,35,31,31,36860,1588,1351
766,38,35,34,36918,1614,1540
767,34,30,32,38202,2811,2720
768,34,29,32,37644,2205,2110
769,35,31,31,37174,1723,1612
770,11,14,32,37170,1569,1446
771,35,32,30,37166,1534,1333
772,41,36,37,38473,2761,2594
773,34,31,30,37922,2153,1992
774,34,31,39,37400,1669,1452
775,33,29,31,37436,1482,1328
776,34,30,31,37483,1439,1196
777,20,14,31,38717,2854,2549
778,38,35,34,38159,2240,1985
779,35,30,30,37635,1741,1470
780,34,31,29,37644,1620,1324
781,35,31,30,37701,1528,1248
782,33,29,30,38965,2760,2623
783,36,30,30,38412,2153,2007
784,39,15,37,37951,1715,1408
785,35,31,30,37910,1495,1331
786,35,31,31,37958,1511,1248
787,34,30,36,39259,2764,2546
788,36,31,31,38703,2163,1938
789,37,33,36,38249,1694,1390
790,35,30,31,38200,1530,1265
791,31,11,31,38183,1491,1225
792,32,31,31,39503,2697,2546
793,32,30,31,38952,2129,1940
794,31,30,29,38457,1563,1415
795,36,34,35,38455,1491,1198
796,29,30,36,38470,1468,1226
797,29,30,40,39716,2808,2527
798,32,16,40,39160,2200,1921
799,31,31,37,38686,1637,1365
800,31,31,30,38656,1539,1199
801,35,33,33,38689,1519,1212
802,31,30,31,39934,2800,2547
803,30,30,32,39379,2196,1944
804,30,30,15,38905,1697,1458
805,31,32,32,38863,1603,1281
806,10,31,32,38908,1629,1232
807,13,35,35,40217,2871,2586
808,32,32,31,39655,2260,1983
809,34,31,32,39170,1754,1505
810,29,30,32,39107,1630,1302
811,30,30,15,39167,1611,1209
812,32,32,32,40481,2854,2531
813,35,35,36,39924,2294,1947
814,30,31,32,39448,1858,1380
815,30,31,31,39417,1654,1286
816,30,31,31,39433,1645,1213
817,28,29,32,40701,2868,2603
818,28,30,18,40146,2266,2000
819,38,35,35,39681,1867,1547
820,31,31,32,39645,1607,1262
821,30,30,31,39698,1602,1164
