,rdma1,rdma2,rdma3,tcp1,tcp2,tcp3
849,30,31,30,4073,898,925
850,30,31,33,4144,826,883
851,31,35,35,4768,1519,1551
852,29,31,32,4208,990,948
853,29,32,31,4197,955,842
854,32,34,36,4073,958,882
855,29,31,11,4699,1498,1559
856,34,31,30,4234,1079,1101
857,11,35,35,4121,929,955
858,29,31,31,4105,928,933
859,33,31,31,4711,1511,1522
860,31,35,35,4140,946,992
861,34,31,32,4115,852,886
862,30,31,31,4050,871,872
863,42,36,35,4678,1553,1616
864,13,31,31,4154,1021,1150
865,29,31,31,4062,938,849
866,31,35,35,4086,938,882
867,35,32,32,4685,1494,1579
868,31,34,35,4179,910,1141
869,30,31,31,4168,851,922
870,33,33,31,4086,839,925
871,75,51,35,4805,1582,1474
872,33,31,31,4362,1159,915
873,30,29,31,4212,914,939
874,40,34,36,4097,931,963
875,55,31,31,4807,1502,1537
876,31,41,31,4272,973,995
877,43,34,33,4176,966,985
878,11,15,30,4096,964,915
879,33,32,32,4735,1579,1535
880,38,33,34,4222,1047,1047
881,32,32,31,4163,964,962
882,32,31,32,4188,891,951
883,35,37,34,4828,1523,1557
884,31,32,30,4332,1001,981
885,37,15,30,4226,973,932
886,40,36,34,4074,945,959
887,29,31,30,4651,1515,1500
888,30,32,32,4124,954,940
889,35,37,35,4185,842,903
890,31,33,31,4063,912,910
891,30,32,29,4677,1494,1524
892,36,19,33,4169,946,962
893,31,32,31,3996,938,882
894,31,30,31,3998,884,922
895,35,36,35,4705,1483,1582
896,31,32,31,4196,927,1051
897,32,33,31,4106,885,886
898,34,37,33,4083,916,857
899,32,12,30,4688,1584,1562
900,31,31,32,4186,1140,1037
901,32,34,35,4066,868,929
902,29,32,31,4069,844,923
903,31,33,32,4744,1550,1537
904,34,35,36,4245,1052,1027
905,40,33,32,4207,955,834
906,34,52,37,4085,957,882
907,46,32,31,4747,1543,1568
908,31,31,32,4239,1124,1045
909,32,35,36,4198,860,926
910,41,33,40,4062,858,863
911,31,32,31,4776,1508,1513
912,35,35,34,4236,988,1007
913,33,32,31,4163,841,859
914,41,32,33,4104,807,897
915,36,34,36,4836,1508,1595
916,31,30,32,4311,1103,1021
917,37,32,21,4165,969,910
918,37,35,35,4114,963,927
919,32,32,30,4745,1486,1530
920,32,33,31,4230,1035,968
921,36,36,35,4152,878,911
922,31,30,34,4137,886,925
923,31,32,32,4761,1489,1485
924,34,36,18,4242,996,918
925,30,32,30,4158,928,836
926,27,32,33,4083,893,889
927,34,36,35,4776,1532,1561
928,29,32,31,4241,1028,1033
929,31,31,31,4175,963,893
930,37,34,35,4120,997,956
931,40,31,16,4687,1592,1544
932,31,31,30,4126,1153,974
933,18,34,35,4056,863,958
934,32,31,32,4027,904,901
935,30,11,32,4762,1527,1497
936,36,37,34,4196,956,948
937,31,32,31,4166,951,890
938,32,32,11,4096,954,873
939,35,35,33,4651,1521,1568
940,36,31,32,4146,957,1041
941,31,31,31,4053,852,969
942,33,34,35,4008,892,925
943,31,31,32,4686,1551,1525
944,34,35,35,4120,987,1082
945,30,31,32,4043,944,1006
946,30,31,30,4001,891,993
947,14,34,35,4723,1469,1554
948,32,31,32,4164,994,953
949,31,36,31,4066,987,896
950,34,38,37,4016,1007,911
951,32,31,31,4574,1541,1560
952,31,31,34,3990,971,1030
953,34,34,33,3975,990,960
954,32,32,32,4003,988,933
955,30,31,32,4665,1593,1518
956,34,34,35,4089,1087,1067
957,40,31,32,4056,985,968
958,30,30,31,3966,952,992
959,48,34,44,4599,1493,1561
960,31,31,29,4071,902,1045
961,31,46,31,4075,928,1000
962,37,35,35,4002,974,976
963,36,30,31,4626,1556,1584
964,29,31,32,4060,1084,1090
965,34,35,35,3975,895,1015
966,32,31,31,4002,872,966
967,30,31,29,4632,1574,1579
968,34,18,33,4190,999,1022
969,39,32,30,3974,968,860
970,31,30,31,3969,971,915
971,35,35,35,4579,1533,1601
972,36,32,32,4028,1101,1126
973,31,32,32,4013,910,995
974,35,35,33,3969,937,878
975,36,15,30,4587,1556,1479
976,31,31,31,4024,1070,958
977,47,33,35,3933,929,951
978,35,31,32,3840,873,932
979,32,32,31,4560,1498,1582
980,35,35,35,4022,1092,1158
981,37,31,29,3960,916,894
982,42,15,29,3909,902,940
983,33,36,34,4570,1558,1573
984,36,30,32,4000,1035,1089
985,35,32,34,3967,875,876
986,31,32,31,3955,912,918
987,36,32,31,4624,1546,1496
988,18,36,34,4126,1036,1001
989,32,12,30,3980,965,963
990,42,33,31,4039,962,966
991,36,34,34,4533,1525,1518
992,32,33,31,4017,1014,1030
993,32,32,42,4029,928,1015
994,48,37,36,4018,952,995
995,31,33,33,4622,1591,1586
996,31,12,32,4080,1013,1061
997,33,36,37,3955,924,1013
998,31,31,31,3943,846,1001
999,45,45,43,42830,40064,41508
